Start Time,End Time,Distance
2023-05-22 11:00:24,2023-05-22 11:04:38,87.27587628816539
2023-05-22 11:04:38,2023-05-22 11:05:37,59.018857140868676
2023-05-22 11:05:37,2023-05-22 11:05:48,7.559327867478892
2023-05-22 11:12:39,2023-05-22 11:14:29,47.41760207782214
2023-05-22 11:14:29,2023-05-22 11:15:52,73.53164380184013
2023-05-22 11:15:52,2023-05-22 11:16:02,12.600879039563473
2023-05-22 11:16:02,2023-05-22 11:16:52,24.052406851069204
2023-05-22 12:57:05,2023-05-22 13:00:31,70.78279730457508
2023-05-22 13:00:31,2023-05-22 13:01:32,63.20260883431962
2023-05-22 13:01:32,2023-05-22 13:01:36,5.110724288136227
2023-05-22 13:01:36,2023-05-22 13:03:57,69.40837405594256
2023-05-22 13:03:57,2023-05-22 13:04:57,77.05217237725655
2023-05-22 13:04:57,2023-05-22 13:05:55,63.75471120977755
2023-05-22 13:05:55,2023-05-22 13:06:59,57.72577644256609
2023-05-22 13:06:59,2023-05-22 13:08:00,80.26544652303161
2023-05-22 13:08:00,2023-05-22 13:09:00,74.7326799123016
2023-05-22 13:09:00,2023-05-22 13:10:00,76.91021638287712
2023-05-22 13:10:00,2023-05-22 13:10:47,40.545485834659516
2023-05-22 13:11:22,2023-05-22 13:12:40,26.801253348334253
2023-05-22 13:12:40,2023-05-22 13:12:45,7.181141520584145
2023-05-22 13:12:45,2023-05-22 13:13:20,22.677983602436676
2023-05-22 13:17:33,2023-05-22 13:19:11,33.673369591496886
2023-05-22 13:28:00,2023-05-22 13:29:16,37.1094277130782
2023-05-22 13:29:39,2023-05-22 13:30:45,22.677983602436676
2023-05-22 13:30:45,2023-05-22 13:31:20,47.17722322755576
2023-05-22 13:31:20,2023-05-22 13:31:31,17.34182764255042
2023-05-22 13:31:31,2023-05-22 13:31:55,37.17146709144885
2023-05-22 13:31:55,2023-05-22 13:32:27,45.79873391072628
2023-05-22 13:32:27,2023-05-22 13:32:38,14.148198371555823
2023-05-22 13:32:38,2023-05-22 13:32:57,26.86399709638552
2023-05-22 13:32:57,2023-05-22 13:33:22,32.615263058563635
2023-05-22 13:34:07,2023-05-22 13:35:15,23.365195226752938
2023-05-22 13:35:15,2023-05-22 13:36:11,67.822382394452
2023-05-22 13:36:11,2023-05-22 13:36:37,34.61606130919463
2023-05-22 13:36:37,2023-05-22 13:37:11,46.563075542143956
2023-05-22 13:37:11,2023-05-22 13:37:37,33.61139278859814
2023-05-22 13:37:37,2023-05-22 13:38:11,42.097100235732036
2023-05-22 13:38:11,2023-05-22 13:38:38,34.65652966547382
2023-05-22 13:38:38,2023-05-22 13:39:12,44.516653622443634
2023-05-22 13:39:12,2023-05-22 13:39:38,34.75330897681747
2023-05-22 13:39:38,2023-05-22 13:40:23,61.668986672924696
2023-05-22 13:40:23,2023-05-22 13:40:51,34.07372499435232
2023-05-22 13:40:51,2023-05-22 13:41:25,43.90186097240548
2023-05-22 13:41:25,2023-05-22 13:41:54,37.54162226461836
2023-05-22 13:41:54,2023-05-22 13:42:04,12.947230009059787
2023-05-22 13:42:04,2023-05-22 13:43:58,41.23269745897578
2023-05-22 13:43:58,2023-05-22 13:44:40,54.537893164815955
2023-05-22 13:44:40,2023-05-22 13:44:44,4.570628118383283
2023-05-22 13:44:44,2023-05-22 13:47:13,74.90606705047266
2023-05-22 13:47:13,2023-05-22 13:47:33,25.305422633235658
2023-05-22 13:47:33,2023-05-22 13:48:34,46.043178829189614
2023-05-22 15:34:56,2023-05-22 15:37:42,57.038564818249824
2023-05-22 15:37:42,2023-05-22 15:38:49,30.237311469915568
2023-05-22 16:04:40,2023-05-22 16:05:40,19.929137105171623
2023-05-22 16:05:40,2023-05-22 16:05:48,10.765950111411152
2023-05-22 16:05:48,2023-05-22 16:06:40,58.799292241252374
2023-05-22 16:06:40,2023-05-22 16:06:50,8.933751116111418
2023-05-22 16:25:40,2023-05-22 16:27:26,36.422216088761935
2023-05-22 16:27:26,2023-05-22 16:27:54,38.977947411981084
2023-05-22 16:27:54,2023-05-22 16:28:31,41.72415793769296
2023-05-22 16:28:31,2023-05-22 16:29:08,41.0604664820881
2023-05-22 16:29:08,2023-05-22 16:29:36,24.739618475385466
2023-05-22 16:29:36,2023-05-22 16:30:10,37.00938695610013
2023-05-22 16:30:10,2023-05-22 16:30:50,44.60137895568755
2023-05-22 16:30:50,2023-05-22 16:31:20,31.893381090786306
2023-05-22 16:31:20,2023-05-22 16:32:14,57.92750221080208
2023-05-22 16:32:14,2023-05-22 16:32:39,19.929137105171623
2023-05-22 16:32:39,2023-05-22 16:33:17,36.422216088761935
2023-05-22 16:33:17,2023-05-22 16:33:46,28.575976813268333
2023-05-22 16:33:46,2023-05-22 16:34:25,39.8675385937092
2023-05-22 16:34:25,2023-05-22 16:34:51,24.739618475385466
2023-05-22 16:34:51,2023-05-22 16:35:29,40.37863990416472
2023-05-22 16:35:29,2023-05-22 16:35:54,29.01739358399582
2023-05-22 16:35:54,2023-05-22 16:36:14,22.418803166908866
2023-05-22 16:36:14,2023-05-22 16:36:58,34.36058121581315
2023-05-22 16:36:58,2023-05-22 16:37:36,40.31698341243056
2023-05-22 16:37:36,2023-05-22 16:38:00,26.44326909663559
2023-05-22 16:38:00,2023-05-22 16:38:38,44.50245550269942
2023-05-22 16:38:38,2023-05-22 16:39:02,23.407746566419693
2023-05-22 16:39:02,2023-05-22 16:39:40,49.79032158508244
2023-05-22 16:39:40,2023-05-22 16:40:04,23.54173108450842
2023-05-22 16:40:04,2023-05-22 16:40:40,43.119505965301286
2023-05-22 16:40:40,2023-05-22 16:41:04,32.85810424720768
2023-05-22 16:41:04,2023-05-22 16:41:40,35.078146721674436
2023-05-22 16:41:40,2023-05-22 16:42:05,32.060069853833554
2023-05-22 16:42:59,2023-05-22 16:43:59,16.49307898359031
2023-05-22 20:13:05,2023-05-22 20:16:45,75.59327867478892
2023-05-22 20:16:45,2023-05-22 20:17:45,76.92373926330279
2023-05-22 20:17:45,2023-05-22 20:18:44,77.75486612360318
2023-05-22 20:18:44,2023-05-22 20:19:55,87.82059204286365
2023-05-22 20:19:55,2023-05-22 20:20:56,83.34018716083878
2023-05-22 20:20:56,2023-05-22 20:21:56,85.83497885692597
2023-05-22 20:21:56,2023-05-22 20:22:56,89.13771309156338
2023-05-22 20:22:56,2023-05-22 20:23:57,89.01882879266925
2023-05-22 20:23:57,2023-05-22 20:24:57,82.31184044182127
2023-05-22 20:24:57,2023-05-22 20:25:51,46.043178829189614
2023-05-22 20:25:51,2023-05-22 20:27:03,78.21596000801755
2023-05-22 20:27:03,2023-05-22 20:27:31,28.973743073284417
2023-05-22 21:58:21,2023-05-22 21:59:37,26.11404172401799
2023-05-22 21:59:37,2023-05-22 22:00:39,88.24822460508217
2023-05-22 22:00:39,2023-05-22 22:00:46,10.711242661404768
2023-05-22 22:00:46,2023-05-22 22:01:42,73.08642653581934
2023-05-22 22:01:42,2023-05-22 22:01:50,9.67129365841347
2023-05-22 22:01:50,2023-05-22 22:02:49,73.31970012059132
